"Row ID","Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","Segment","Country","City","State","Postal Code","Region","Product ID","Category","Sub-Category","Sales","Quantity","Discount","Profit"
"36","CA-2016-114489","12/5/2016","12/9/2016","Standard Class","JE-16165","Justin Ellison","Corporate","United States","Franklin","Wisconsin","53132","Central","FUR-CH-10000454","Furniture","2","1951.84","8","0","585.552"
"37","CA-2014-104269","3/1/2014","3/6/2014","Second Class","DB-13060","Dave Brooks","Consumer","United States","Seattle","Washington","98115","West","FUR-CH-10004063","Furniture","2","457.568","2","0.2","51.4764"
"38","CA-2014-139892","9/8/2014","9/12/2014","Standard Class","BM-11140","Becky Martin","Consumer","United States","San Antonio","Texas","78207","Central","FUR-CH-10004287","Furniture","2","1740.06","9","0.3","-24.858"
"39","CA-2014-118962","8/5/2014","8/9/2014","Standard Class","CS-12130","Chad Sievert","Consumer","United States","Los Angeles","California","90004","West","FUR-CH-10003817","Furniture","2","340.144","7","0.2","21.259"
"40","US-2015-101511","11/21/2015","11/23/2015","Second Class","JE-15745","Joel Eaton","Consumer","United States","Newark","Ohio","43055","East","FUR-CH-10004698","Furniture","2","396.802","7","0.3","-11.3372"
"41","CA-2015-102281","10/12/2015","10/14/2015","First Class","MP-17470","Mark Packer","Home Office","United States","New York City","New York","10035","East","FUR-BO-10002613","Furniture","1","899.136","4","0.2","112.392"
"42","CA-2015-102281","10/12/2015","10/14/2015","First Class","MP-17470","Mark Packer","Home Office","United States","New York City","New York","10035","East","FUR-BO-10002545","Furniture","1","626.352","3","0.2","46.9764"
"43","CA-2014-133690","8/3/2014","8/5/2014","First Class","BS-11755","Bruce Stewart","Consumer","United States","Denver","Colorado","80219","West","FUR-TA-10004289","Furniture","3","218.75","2","0.5","-161.875"
"44","CA-2017-126382","6/3/2017","6/7/2017","Standard Class","HK-14890","Heather Kirkland","Corporate","United States","Franklin","Tennessee","37064","South","FUR-FU-10002960","Furniture","4","35.168","7","0.2","9.6712"
"45","CA-2015-146262","1/2/2015","1/9/2015","Standard Class","VW-21775","Victoria Wilson","Corporate","United States","Medina","Ohio","44256","East","FUR-BO-10004695","Furniture","1","452.45","5","0.5","-244.323"
"46","CA-2015-169397","12/24/2015","12/27/2015","First Class","JB-15925","Joni Blumstein","Consumer","United States","Dublin","Ohio","43017","East","FUR-FU-10000087","Furniture","4","72.704","4","0.2","19.0848"
"47","CA-2015-163055","8/9/2015","8/16/2015","Standard Class","DS-13180","David Smith","Corporate","United States","Detroit","Michigan","48227","Central","FUR-TA-10003748","Furniture","3","622.45","5","0","136.939"
"48","US-2015-145436","2/28/2015","3/4/2015","Standard Class","VD-21670","Valerie Dominguez","Consumer","United States","Columbia","Tennessee","38401","South","FUR-CH-10004860","Furniture","2","161.568","2","0.2","-28.2744"
"49","US-2015-145436","2/28/2015","3/4/2015","Standard Class","VD-21670","Valerie Dominguez","Consumer","United States","Columbia","Tennessee","38401","South","FUR-CH-10004477","Furniture","2","389.696","8","0.2","43.8408"
"50","US-2017-100930","4/7/2017","4/12/2017","Standard Class","CS-12400","Christopher Schild","Home Office","United States","Tampa","Florida","33614","South","FUR-TA-10001705","Furniture","3","233.86","2","0.45","-102.048"
"51","US-2017-100930","4/7/2017","4/12/2017","Standard Class","CS-12400","Christopher Schild","Home Office","United States","Tampa","Florida","33614","South","FUR-TA-10003473","Furniture","3","620.6145","3","0.45","-248.2458"
"52","US-2017-100930","4/7/2017","4/12/2017","Standard Class","CS-12400","Christopher Schild","Home Office","United States","Tampa","Florida","33614","South","FUR-FU-10004017","Furniture","4","258.072","3","0.2","0"
"53","CA-2016-157749","6/4/2016","6/9/2016","Second Class","KL-16645","Ken Lonsdale","Consumer","United States","Chicago","Illinois","60610","Central","FUR-FU-10000576","Furniture","4","419.68","5","0.6","-356.728"
"54","CA-2016-157749","6/4/2016","6/9/2016","Second Class","KL-16645","Ken Lonsdale","Consumer","United States","Chicago","Illinois","60610","Central","FUR-FU-10004351","Furniture","4","11.688","3","0.6","-4.6752"
"55","CA-2016-157749","6/4/2016","6/9/2016","Second Class","KL-16645","Ken Lonsdale","Consumer","United States","Chicago","Illinois","60610","Central","FUR-TA-10002607","Furniture","3","177.225","5","0.5","-120.513"
"56","CA-2016-157749","6/4/2016","6/9/2016","Second Class","KL-16645","Ken Lonsdale","Consumer","United States","Chicago","Illinois","60610","Central","FUR-FU-10002505","Furniture","4","4.044","3","0.6","-2.8308"
"57","CA-2014-131926","6/1/2014","6/6/2014","Second Class","DW-13480","Dianna Wilson","Home Office","United States","Lakeville","Minnesota","55044","Central","FUR-CH-10004063","Furniture","2","2001.86","7","0","580.5394"
"58","CA-2016-154739","12/10/2016","12/15/2016","Second Class","LH-17155","Logan Haushalter","Consumer","United States","San Francisco","California","94109","West","FUR-CH-10002965","Furniture","2","321.568","2","0.2","28.1372"
"59","US-2015-159982","11/28/2015","12/4/2015","Standard Class","DR-12880","Dan Reichenbach","Corporate","United States","Chicago","Illinois","60623","Central","FUR-FU-10002505","Furniture","4","12.132","9","0.6","-8.4924"
"60","CA-2015-155334","7/30/2015","7/31/2015","First Class","HA-14920","Helen Andreada","Consumer","United States","San Francisco","California","94109","West","FUR-FU-10003274","Furniture","4","5.28","3","0","2.3232"
"61","CA-2015-130890","11/2/2015","11/6/2015","Standard Class","JO-15280","Jas O'Carroll","Consumer","United States","Los Angeles","California","90004","West","FUR-TA-10002903","Furniture","3","1038.84","5","0.2","51.942"
"62","CA-2016-110772","11/20/2016","11/24/2016","Second Class","NZ-18565","Nick Zandusky","Home Office","United States","Columbus","Ohio","43229","East","FUR-BO-10004709","Furniture","1","86.97","3","0.5","-48.7032"
"63","CA-2014-111451","12/26/2014","12/28/2014","First Class","KL-16555","Kelly Lampkin","Corporate","United States","Colorado Springs","Colorado","80906","West","FUR-FU-10004091","Furniture","4","300.416","8","0.2","78.8592"
"64","CA-2014-111451","12/26/2014","12/28/2014","First Class","KL-16555","Kelly Lampkin","Corporate","United States","Colorado Springs","Colorado","80906","West","FUR-CH-10001891","Furniture","2","230.352","3","0.2","20.1558"
"65","CA-2014-111451","12/26/2014","12/28/2014","First Class","KL-16555","Kelly Lampkin","Corporate","United States","Colorado Springs","Colorado","80906","West","FUR-FU-10002918","Furniture","4","218.352","3","0.2","-24.5646"
"66","CA-2016-142545","10/28/2016","11/3/2016","Standard Class","JD-15895","Jonathan Doherty","Corporate","United States","Belleville","New Jersey","7109","East","FUR-FU-10001861","Furniture","4","77.6","4","0","38.024"
"67","US-2017-152380","11/19/2017","11/23/2017","Standard Class","JH-15910","Jonathan Howell","Consumer","United States","Chicago","Illinois","60623","Central","FUR-TA-10002533","Furniture","3","219.075","3","0.5","-131.445"
"68","CA-2015-144253","5/4/2015","5/9/2015","Second Class","AS-10225","Alan Schoenberger","Corporate","United States","New York City","New York","10024","East","FUR-FU-10002671","Furniture","4","26.8","2","0","12.864"
"69","CA-2016-142902","9/12/2016","9/14/2016","Second Class","BP-11185","Ben Peterman","Corporate","United States","Arvada","Colorado","80004","West","FUR-FU-10001918","Furniture","4","15.136","4","0.2","3.5948"
"70","CA-2016-142902","9/12/2016","9/14/2016","Second Class","BP-11185","Ben Peterman","Corporate","United States","Arvada","Colorado","80004","West","FUR-CH-10004086","Furniture","2","466.768","2","0.2","52.5114"
"71","CA-2016-142902","9/12/2016","9/14/2016","Second Class","BP-11185","Ben Peterman","Corporate","United States","Arvada","Colorado","80004","West","FUR-FU-10001756","Furniture","4","15.232","1","0.2","1.7136"
"72","CA-2014-120887","9/27/2014","10/3/2014","Standard Class","TS-21205","Thomas Seio","Corporate","United States","Hackensack","New Jersey","7601","East","FUR-FU-10001588","Furniture","4","87.54","3","0","37.6422"
"73","CA-2014-164973","11/4/2014","11/9/2014","Standard Class","NM-18445","Nathan Mautz","Home Office","United States","New York City","New York","10024","East","FUR-CH-10002602","Furniture","2","135.882","1","0.1","24.1568"
"74","CA-2017-153339","11/3/2017","11/5/2017","Second Class","DJ-13510","Don Jones","Corporate","United States","Murfreesboro","Tennessee","37130","South","FUR-FU-10001967","Furniture","4","15.992","1","0.2","0.9995"
"75","US-2016-141544","8/30/2016","9/1/2016","First Class","PO-18850","Patrick O'Brill","Consumer","United States","Philadelphia","Pennsylvania","19143","East","FUR-CH-10003312","Furniture","2","786.744","4","0.3","-258.5016"
"76","CA-2014-129924","7/12/2014","7/17/2014","Standard Class","AC-10420","Alyssa Crouse","Corporate","United States","San Francisco","California","94122","West","FUR-TA-10004575","Furniture","3","698.352","3","0.2","-17.4588"
"77","CA-2016-138520","4/8/2016","4/13/2016","Standard Class","JL-15505","Jeremy Lonsdale","Consumer","United States","New York City","New York","10035","East","FUR-BO-10002268","Furniture","1","388.704","6","0.2","-4.8588"
"78","CA-2017-144904","9/25/2017","10/1/2017","Standard Class","KW-16435","Katrina Willman","Consumer","United States","New York City","New York","10009","East","FUR-CH-10000785","Furniture","2","488.646","3","0.1","86.8704"
"79","CA-2017-144904","9/25/2017","10/1/2017","Standard Class","KW-16435","Katrina Willman","Consumer","United States","New York City","New York","10009","East","FUR-FU-10000023","Furniture","4","47.12","8","0","20.7328"
"80","CA-2016-155516","10/21/2016","10/21/2016","Same Day","MK-17905","Michael Kennedy","Corporate","United States","Manchester","Connecticut","6040","East","FUR-BO-10002545","Furniture","1","1043.92","4","0","271.4192"
"81","US-2017-134481","8/27/2017","9/1/2017","Standard Class","AR-10405","Allen Rosenblatt","Corporate","United States","Franklin","Massachusetts","2038","East","FUR-TA-10004915","Furniture","3","1488.424","7","0.3","-297.6848"
"82","US-2015-168935","11/27/2015","12/2/2015","Standard Class","DO-13435","Denny Ordway","Consumer","United States","Pembroke Pines","Florida","33024","South","FUR-TA-10000617","Furniture","3","375.4575","3","0.45","-157.0095"
"83","CA-2015-122756","12/3/2015","12/7/2015","Standard Class","DK-13225","Dean Katz","Corporate","United States","Philadelphia","Pennsylvania","19140","East","FUR-FU-10001935","Furniture","4","2.96","1","0.2","0.777"
"84","CA-2016-108987","9/8/2016","9/10/2016","Second Class","AG-10675","Anna Gayman","Consumer","United States","Houston","Texas","77036","Central","FUR-BO-10004834","Furniture","1","2396.2656","4","0.32","-317.1528"
"85","CA-2017-117457","12/8/2017","12/12/2017","Standard Class","KH-16510","Keith Herrera","Consumer","United States","San Francisco","California","94110","West","FUR-TA-10002041","Furniture","3","1004.024","7","0.2","-112.9527"
"86","CA-2017-117457","12/8/2017","12/12/2017","Standard Class","KH-16510","Keith Herrera","Consumer","United States","San Francisco","California","94110","West","FUR-BO-10001972","Furniture","1","1336.829","13","0.15","31.4548"
"87","CA-2017-117457","12/8/2017","12/12/2017","Standard Class","KH-16510","Keith Herrera","Consumer","United States","San Francisco","California","94110","West","FUR-CH-10003956","Furniture","2","113.568","2","0.2","-18.4548"
"88","CA-2017-142636","11/3/2017","11/7/2017","Standard Class","KC-16675","Kimberly Carter","Corporate","United States","Seattle","Washington","98105","West","FUR-CH-10001891","Furniture","2","307.136","4","0.2","26.8744"
"89","CA-2016-148796","4/14/2016","4/18/2016","Standard Class","PB-19150","Philip Brown","Consumer","United States","Los Angeles","California","90004","West","FUR-CH-10004886","Furniture","2","383.8","5","0.2","38.38"
"90","CA-2017-125388","10/19/2017","10/23/2017","Standard Class","MP-17965","Michael Paige","Corporate","United States","Lawrence","Massachusetts","1841","East","FUR-FU-10004712","Furniture","4","56.56","4","0","14.7056"
"91","CA-2017-155705","8/21/2017","8/23/2017","Second Class","NF-18385","Natalie Fritzler","Consumer","United States","Jackson","Mississippi","39212","South","FUR-CH-10000015","Furniture","2","866.4","4","0","225.264"
"92","CA-2017-149160","11/23/2017","11/26/2017","Second Class","JM-15265","Janet Molinari","Corporate","United States","Canton","Michigan","48187","Central","FUR-FU-10003347","Furniture","4","28.4","2","0","11.076"
"93","CA-2017-157252","1/20/2017","1/23/2017","Second Class","CV-12805","Cynthia Voltz","Corporate","United States","New York City","New York","10024","East","FUR-CH-10003396","Furniture","2","207.846","3","0.1","2.3094"
"94","CA-2016-115756","9/5/2016","9/7/2016","Second Class","PK-19075","Pete Kriz","Consumer","United States","Detroit","Michigan","48227","Central","FUR-FU-10000246","Furniture","4","12.22","1","0","3.666"
"95","CA-2016-115756","9/5/2016","9/7/2016","Second Class","PK-19075","Pete Kriz","Consumer","United States","Detroit","Michigan","48227","Central","FUR-CH-10002372","Furniture","2","242.94","3","0","29.1528"
"96","CA-2017-154214","3/20/2017","3/25/2017","Second Class","TB-21595","Troy Blackwell","Consumer","United States","Columbus","Indiana","47201","Central","FUR-FU-10000206","Furniture","4","2.91","1","0","1.3677"
"97","CA-2017-147277","10/20/2017","10/24/2017","Standard Class","EB-13705","Ed Braxton","Corporate","United States","Akron","Ohio","44312","East","FUR-TA-10001539","Furniture","3","284.364","2","0.4","-75.8304"
"98","US-2014-110674","2/12/2014","2/18/2014","Standard Class","SC-20095","Sanjit Chand","Consumer","United States","Concord","California","94521","West","FUR-CH-10000225","Furniture","2","129.568","2","0.2","-24.294"
"99","US-2016-157945","9/26/2016","10/1/2016","Standard Class","NF-18385","Natalie Fritzler","Consumer","United States","Decatur","Illinois","62521","Central","FUR-CH-10002331","Furniture","2","747.558","3","0.3","-96.1146"
"100","CA-2016-109869","4/22/2016","4/29/2016","Standard Class","TN-21040","Tanja Norvell","Home Office","United States","Phoenix","Arizona","85023","West","FUR-FU-10000023","Furniture","4","23.56","5","0.2","7.068"
"101","CA-2016-109869","4/22/2016","4/29/2016","Standard Class","TN-21040","Tanja Norvell","Home Office","United States","Phoenix","Arizona","85023","West","FUR-TA-10001889","Furniture","3","1272.63","6","0.5","-814.4832"
"102","US-2015-101399","1/17/2015","1/24/2015","Standard Class","JS-15940","Joni Sundaresam","Home Office","United States","Park Ridge","Illinois","60068","Central","FUR-FU-10002918","Furniture","4","254.744","7","0.6","-312.0614"
"103","CA-2017-154907","3/31/2017","4/4/2017","Standard Class","DS-13180","David Smith","Corporate","United States","Amarillo","Texas","79109","Central","FUR-BO-10002824","Furniture","1","205.3328","2","0.32","-36.2352"
"104","CA-2014-144666","11/9/2014","11/11/2014","Second Class","JP-15520","Jeremy Pistek","Consumer","United States","San Francisco","California","94110","West","FUR-BO-10001601","Furniture","1","222.666","2","0.15","10.4784"
"105","CA-2016-152632","10/27/2016","11/2/2016","Standard Class","JE-15475","Jeremy Ellison","Consumer","United States","Troy","New York","12180","East","FUR-FU-10002671","Furniture","4","40.2","3","0","19.296"
"106","CA-2017-140963","6/10/2017","6/13/2017","First Class","MT-18070","Michelle Tran","Home Office","United States","Los Angeles","California","90045","West","FUR-BO-10001337","Furniture","1","514.165","5","0.15","-30.245"
"107","US-2016-120929","3/18/2016","3/21/2016","Second Class","RO-19780","Rose O'Brian","Consumer","United States","Memphis","Tennessee","38109","South","FUR-TA-10001857","Furniture","3","189.882","3","0.4","-94.941"
"108","CA-2016-126158","7/25/2016","7/31/2016","Standard Class","SC-20095","Sanjit Chand","Consumer","United States","Costa Mesa","California","92627","West","FUR-FU-10004864","Furniture","4","255.76","4","0","81.8432"
"109","CA-2016-126158","7/25/2016","7/31/2016","Standard Class","SC-20095","Sanjit Chand","Consumer","United States","Costa Mesa","California","92627","West","FUR-CH-10002602","Furniture","2","241.568","2","0.2","18.1176"
"110","CA-2016-126158","7/25/2016","7/31/2016","Standard Class","SC-20095","Sanjit Chand","Consumer","United States","Costa Mesa","California","92627","West","FUR-FU-10000073","Furniture","4","69.3","9","0","22.869"
"111","US-2016-105578","5/30/2016","6/4/2016","Standard Class","MY-17380","Maribeth Yedwab","Corporate","United States","Parker","Colorado","80134","West","FUR-CH-10001215","Furniture","2","801.568","2","0.2","50.098"
"112","CA-2017-135307","11/26/2017","11/27/2017","First Class","LS-17245","Lynn Smith","Consumer","United States","Gladstone","Missouri","64118","Central","FUR-FU-10001290","Furniture","4","126.3","3","0","40.416"
"113","CA-2017-145142","1/23/2017","1/25/2017","First Class","MC-17605","Matt Connell","Corporate","United States","Detroit","Michigan","48234","Central","FUR-TA-10001857","Furniture","3","210.98","2","0","21.098"
"114","CA-2017-113558","10/21/2017","10/26/2017","Standard Class","PH-18790","Patricia Hirasaki","Home Office","United States","Lakeland","Florida","33801","South","FUR-CH-10003379","Furniture","2","683.952","3","0.2","42.747"
"115","CA-2017-113558","10/21/2017","10/26/2017","Standard Class","PH-18790","Patricia Hirasaki","Home Office","United States","Lakeland","Florida","33801","South","FUR-FU-10001756","Furniture","4","45.696","3","0.2","5.1408"
"116","CA-2015-102848","11/7/2015","11/9/2015","Second Class","KB-16240","Karen Bern","Corporate","United States","Los Angeles","California","90036","West","FUR-CH-10000595","Furniture","2","190.72","1","0.2","11.92"
"117","US-2017-129441","9/7/2017","9/11/2017","Standard Class","JC-15340","Jasper Cacioppo","Consumer","United States","Los Angeles","California","90032","West","FUR-FU-10000448","Furniture","4","47.94","3","0","2.397"
"118","CA-2015-134894","12/7/2015","12/11/2015","Standard Class","DK-12985","Darren Koutras","Consumer","United States","Henderson","Kentucky","42420","South","FUR-CH-10002647","Furniture","2","283.92","4","0","70.98"
"119","CA-2014-103849","5/11/2014","5/16/2014","Standard Class","PG-18895","Paul Gonzalez","Consumer","United States","Fort Worth","Texas","76106","Central","FUR-FU-10000723","Furniture","4","66.112","4","0.6","-84.2928"
"120","CA-2016-136406","4/15/2016","4/17/2016","Second Class","BD-11320","Bill Donatelli","Consumer","United States","San Francisco","California","94110","West","FUR-CH-10002024","Furniture","2","1121.568","2","0.2","0"
"121","CA-2017-112774","9/11/2017","9/12/2017","First Class","RC-19960","Ryan Crowe","Consumer","United States","Jacksonville","Florida","32216","South","FUR-FU-10003039","Furniture","4","34.504","1","0.2","6.0382"
"122","CA-2016-113243","6/10/2016","6/15/2016","Standard Class","OT-18730","Olvera Toch","Consumer","United States","Los Angeles","California","90045","West","FUR-TA-10004256","Furniture","3","1335.68","4","0.2","-217.048"
"123","CA-2017-118731","11/20/2017","11/22/2017","Second Class","LP-17080","Liz Pelletier","Consumer","United States","San Francisco","California","94110","West","FUR-FU-10003347","Furniture","4","42.6","3","0","16.614"
"124","CA-2014-145576","9/14/2014","9/18/2014","Second Class","CA-12775","Cynthia Arntzen","Consumer","United States","Tampa","Florida","33614","South","FUR-FU-10004020","Furniture","4","13.128","3","0.2","3.7743"
"125","CA-2017-156951","10/1/2017","10/8/2017","Standard Class","EB-13840","Ellis Ballard","Corporate","United States","Seattle","Washington","98105","West","FUR-CH-10004997","Furniture","2","451.152","3","0.2","0"
"126","CA-2017-118640","7/20/2017","7/26/2017","Standard Class","CS-11950","Carlos Soltero","Consumer","United States","Chicago","Illinois","60610","Central","FUR-FU-10001475","Furniture","4","8.792","1","0.6","-5.7148"
"127","CA-2015-128139","7/3/2015","7/9/2015","Standard Class","BD-11725","Bruce Degenhardt","Consumer","United States","Richmond","Kentucky","40475","South","FUR-CH-10003956","Furniture","2","70.98","1","0","4.9686"
"128","CA-2014-131450","8/8/2014","8/15/2014","Standard Class","LR-16915","Lena Radford","Consumer","United States","San Diego","California","92024","West","FUR-FU-10001979","Furniture","4","327.76","8","0","91.7728"
"129","CA-2014-149958","3/15/2014","3/19/2014","Standard Class","AS-10240","Alan Shonely","Consumer","United States","Tampa","Florida","33614","South","FUR-FU-10001756","Furniture","4","45.696","3","0.2","5.1408"
"130","CA-2017-117947","8/18/2017","8/23/2017","Second Class","NG-18355","Nat Gilpin","Corporate","United States","New York City","New York","10011","East","FUR-FU-10003849","Furniture","4","40.48","2","0","15.7872"
"131","CA-2017-117947","8/18/2017","8/23/2017","Second Class","NG-18355","Nat Gilpin","Corporate","United States","New York City","New York","10011","East","FUR-FU-10000010","Furniture","4","9.94","2","0","3.0814"
"132","CA-2017-117947","8/18/2017","8/23/2017","Second Class","NG-18355","Nat Gilpin","Corporate","United States","New York City","New York","10011","East","FUR-FU-10000521","Furniture","4","88.02","3","0","27.2862"
"133","CA-2015-138009","11/29/2015","12/3/2015","Standard Class","SF-20965","Sylvia Foulston","Corporate","United States","Dearborn","Michigan","48126","Central","FUR-CH-10004853","Furniture","2","301.96","2","0","87.5684"
"134","CA-2017-163020","9/15/2017","9/19/2017","Standard Class","MO-17800","Meg O'Connel","Home Office","United States","New York City","New York","10009","East","FUR-FU-10000221","Furniture","4","35.56","7","0","12.0904"
